Project,DefectId,DeprecatedDefectId,FileCount,LineCount,RelevantTestCount,TriggeringTestCount,StatementCoverage,TimeToFix,Versions,Priority,Dependents,Reproducibility,ChangesType,ChangesMethodSignature,ChangesMethodCallArgs,AddsMethodCall,ChangesCondition,AddsVariable,AddsIfStmt,AddsLoop,AddsMethod,IssueReportLink,BugOrFeature,IsRegression,PatchFound:AE,PatchFound:GenProgC,PatchFound:TrpAutoRepair,PatchFound:KaliC,PatchFound:SPR,PatchFound:Prophet,PatchQuality:AE,PatchQuality:GenProgC,PatchQuality:TrpAutoRepair,PatchQuality:KaliC,PatchQuality:SPR,PatchQuality:Prophet
php,2011-11-15-2568672691-13ba2da5f6,,1,2,7814,4,9.05,101.93125,1,NA,0,NA,0,0,0,1,0,0,0,0,0,https://bugs.php.net/bug.php?id=55371,bug,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2011-11-16-55acfdf7bd-3c7a573a2c,,1,3,7816,1,85.65,27.92847222,1,NA,0,NA,0,0,0,1,0,0,1,0,0,https://bugs.php.net/bug.php?id=60099,bug,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2011-11-19-51a4ae6576-bc810a443d,,1,2,7830,6,NA,1474.90625,1,NA,0,NA,0,0,0,0,1,0,0,0,0,https://bugs.php.net/bug.php?id=43200,bug,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2011-11-19-eeba0b5681-d3b20b4058,,1,2,7830,1,69.99,81.342,1,NA,NA,NA,0,0,0,0,0,0,0,1,0,https://bugs.php.net/bug.php?id=60164,bug,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2011-11-19-eeba0b5681-f330c8ab4e,,1,1,7830,1,61.42,82.342,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,https://bugs.php.net/bug.php?id=60164,bug,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2011-11-22-ecc6c335c5-b548293b99,,1,2,7831,1,76.3,0.030555556,1,NA,0,NA,0,0,0,1,1,0,1,0,0,https://bugs.php.net/bug.php?id=60357,bug,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2011-11-23-eca88d3064-db0888dfc1,,1,2,7832,1,35.48,0.034722222,1,NA,0,NA,0,0,0,0,1,0,0,0,0,https://bugs.php.net/bug.php?id=60369,bug,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2011-11-25-3b1ce022f1-c2ede9a00a,,1,148,7841,1,25.46,215.3756944,1,NA,0,NA,0,1,1,0,1,1,1,0,1,https://bugs.php.net/bug.php?id=54597,bug,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2011-11-26-7c2946f80e-dc6ecd21ee,,1,28,7842,1,25.71,191.6618056,1,NA,0,NA,0,0,0,1,0,1,1,0,0,https://bugs.php.net/bug.php?id=54851,bug,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2011-12-04-1e6a82a1cf-dfa08dc325,,1,1,7854,1,91.18,103.9111111,1,NA,0,NA,0,0,0,0,0,0,0,1,0,https://bugs.php.net/bug.php?id=55478,bug,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2011-12-04-b3ad0b7af7-1d6c98a136,,1,5,7855,1,43.55,0.286111111,1,NA,0,NA,0,0,1,0,0,1,0,0,0,https://bugs.php.net/bug.php?id=60444,bug,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2011-12-06-5087b0ee42-ac631dd580,,3,86,7857,2,65.2,549.7618056,1,NA,0,NA,0,1,1,1,1,1,1,0,1,https://bugs.php.net/bug.php?id=51994,bug,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2011-12-10-74343ca506-52c36e60c4,,1,1,7861,3,74.52,269.2597222,1,NA,0,NA,0,0,0,0,1,0,0,0,0,https://bugs.php.net/bug.php?id=60455,bug,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2011-12-17-db63456a8d-3dc9f0abe6,,1,4,7866,5,18.89,NA,NA,NA,NA,NA,0,0,0,1,0,1,1,0,0,NA,bug,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2011-12-18-beda5efd41-622412d8e6,,1,18,7876,10,NA,27.375,1,NA,NA,NA,0,0,0,1,0,0,1,0,0,https://bugs.php.net/bug.php?id=60362,bug,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-01-01-7c3177e5ab-e2a2ed348f,,1,11,7884,1,87.35,1296.134722,1,NA,0,NA,0,0,0,0,0,0,1,0,0,https://bugs.php.net/bug.php?id=55871,bug,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-01-01-80dd931d40-7c3177e5ab,,1,3,7883,1,82.26,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,https://bugs.php.net/bug.php?id=55500 (bug marked private),bug,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-01-13-583292ab22-d74a258f24,,1,45,7887,1,20.73,72.69166667,1,NA,0,NA,0,0,0,1,1,1,1,0,0,https://bugs.php.net/bug.php?id=60573,bug,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-01-16-36df53421e-f32760bd40,,1,5,7888,1,65.68,0.318,1,NA,NA,NA,0,0,0,1,0,0,0,0,0,https://bugs.php.net/bug.php?id=60768,bug,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-01-16-f32760bd40-032d140fd6,,4,1341,7889,1,84.47,NA,NA,NA,NA,NA,0,1,0,1,1,0,1,0,0,NA,bug,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-01-17-032d140fd6-877f97cde1,,1,5,7890,1,31.57,94.65416667,1,NA,0,NA,0,0,0,1,0,0,0,0,0,https://bugs.php.net/bug.php?id=55214,bug,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-01-17-e76c1cc03c-ebddf8a975,,1,38,7890,1,75.85,1067.477778,8,NA,0,NA,0,0,0,0,0,0,0,0,1,https://bugs.php.net/bug.php?id=48034,bug,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-01-27-544e36dfff-acaf9c5227,,1,5,7879,1,99.43,5.011111111,1,NA,0,NA,0,0,0,1,0,0,1,0,0,https://bugs.php.net/bug.php?id=60860,bug,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-01-29-d8b312845c-dc27324dd9,,1,99,7881,1,72.47,194.9805556,1,NA,0,NA,0,0,0,1,0,1,1,1,1,https://bugs.php.net/bug.php?id=55226,feature,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-01-30-9de5b6dc7c-4dc8b1ad11,,1,8,7926,1,87.26,42.75,1,NA,NA,NA,0,0,1,0,1,1,1,1,0,https://bugs.php.net/bug.php?id=60801,bug,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-02-08-ff63c09e6f-6672171672,,1,1,7887,1,73.19,23.73,1,NA,NA,NA,0,0,0,1,0,0,0,0,0,https://bugs.php.net/bug.php?id=61000,bug,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-02-12-3d898cfa3f-af92365239,,1,6,7914,1,88.13,19.32638889,1,NA,0,NA,0,0,0,1,1,0,0,0,0,https://bugs.php.net/bug.php?id=61058,bug,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-02-18-0a91432828-032bbc3164,,1,3,7934,20,71.93,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,NA,bug,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-02-20-0cb26060af-eefefddc0e,,1,186,7909,1,76.32,8.352777778,1,NA,0,NA,0,0,0,0,0,0,1,0,0,https://bugs.php.net/bug.php?id=61095,bug,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-02-25-38b549ea2f-1923ecfe25,,1,3,7938,1,68.37,8.488888889,1,NA,0,NA,0,0,0,1,0,0,0,0,0,https://bugs.php.net/bug.php?id=61165,bug,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-02-25-c1322d2505-cfa9c90b20,,1,7,7937,1,67.94,8.488888889,1,NA,0,NA,0,0,0,1,0,1,0,0,0,https://bugs.php.net/bug.php?id=61165,bug,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-03-02-730b54a374-1953161b8c,,1,189,7940,1,13.7,0.303472222,1,NA,0,NA,0,0,0,0,0,0,1,0,0,https://bugs.php.net/bug.php?id=61225,bug,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-03-04-60dfd64bf2-34fe62619d,,1,1,7935,1,NA,36.54861111,1,NA,0,NA,0,0,1,0,0,0,0,0,0,https://bugs.php.net/bug.php?id=60911,bug,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-03-04-bda5ea7111-60dfd64bf2,,1,17,7934,2,47.6,53.04305556,1,NA,0,NA,0,0,0,1,1,1,0,0,1,https://bugs.php.net/bug.php?id=60717,bug,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-03-06-6237456cae-5e80c05deb,,1,16,7937,1,53.55,12.45833333,1,NA,0,NA,0,1,1,1,0,0,0,1,1,https://bugs.php.net/bug.php?id=61173,bug,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-03-08-0169020e49-cdc512afb3,,1,1,7941,4,83.21,6.875,1,NA,0,NA,0,0,0,1,0,0,0,0,0,https://bugs.php.net/bug.php?id=61253,bug,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-03-08-d54e6ce832-23e65a9dcc,,1,21,7942,1,2.08,2.080555556,1,NA,0,NA,0,0,0,1,0,1,1,0,1,https://bugs.php.net/bug.php?id=61326,bug,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-03-10-23e65a9dcc-e6ec1fb166,,1,10,7943,1,80.21,0.136805556,1,NA,0,NA,0,0,1,0,1,1,0,0,0,https://bugs.php.net/bug.php?id=61347,bug,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-03-11-3954743813-d4f05fbffc,,1,1,7943,1,62.18,121.89,1,NA,NA,NA,0,0,0,1,0,0,0,0,0,https://bugs.php.net/bug.php?id=60569,bug,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-03-12-438a30f1e7-7337a901b7,,1,8,7946,3,74.9,128.7868056,1,NA,0,NA,0,0,0,1,0,0,1,0,0,https://bugs.php.net/bug.php?id=60222,bug,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-03-12-7aefbf70a8-efc94f3115,,1,1,7947,1,83.97,0.136805556,1,NA,0,NA,0,0,0,0,1,0,0,0,0,https://bugs.php.net/bug.php?id=61374,bug,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-03-19-53e3467ff2-9a460497da,,1,61,7949,4,NA,269.2597222,1,NA,0,NA,0,0,0,1,0,1,1,1,1,https://bugs.php.net/bug.php?id=60455 https://bugs.php.net/bug.php?id=60817,bug,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
php,2012-03-22-3efc9f2f78-2e19cccad7,,1,22,7951,4,82.26,6.756944444,1,NA,0,NA,0,0,0,1,1,0,0,0,0,https://bugs.php.net/bug.php?id=61418 https://bugs.php.net/bug.php?id=61482,bug,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
python,69223-69224,69223-69224,1,5,285,1,5.97,824.0446991,1,2,0,NA,0,0,0,1,0,0,1,0,0,http://bugs.python.org/issue11757,bug,0,1,0,0,0,1,1,plausible,NA,NA,NA,plausible,plausible
python,69368-69372,69368-69372,1,12,293,1,79.9,1379.25,2,2,0,NA,0,0,0,1,0,0,1,0,0,http://bugs.python.org/issue5057,bug,0,0,0,0,0,1,1,NA,NA,NA,NA,plausible,plausible
python,69470-69474,69470-69474,3,45,297,1,61.37,210.7319444,4,2,0,NA,1,0,0,1,1,0,0,0,0,http://bugs.python.org/issue11828,bug,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,plausible
python,69609-69616,,8,151,296,1,NA,NA,NA,2,NA,NA,1,1,0,1,1,1,1,0,0,NA,bug,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
python,69709-69710,69709-69710,3,74,301,1,72.78,126.9145833,1,NA,0,NA,0,1,0,1,0,1,1,0,0,http://bugs.python.org/issue11223,bug,0,0,0,0,0,1,1,NA,NA,NA,NA,plausible,plausible
python,69740-69743,,1,6,302,1,78.11,241,3,2,0,NA,0,0,1,1,1,0,0,0,0,http://bugs.python.org/issue9756,bug,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
python,69783-69784,69783-69784,2,40,303,1,61.46,6.060416667,1,2,0,NA,0,0,0,1,1,0,0,0,0,http://bugs.python.org/issue11930,bug,0,1,1,1,1,1,1,correct,correct,correct,correct,correct,plausible
python,69785-69789,,2,16,304,1,8.93,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,NA,feature,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
python,69831-69833,69831-69833,2,10,305,1,45.33,2499.961111,2,2,0,NA,0,0,0,1,0,1,1,0,0,http://bugs.python.org/issue1856,bug,0,0,0,1,0,0,0,NA,NA,plausible,NA,NA,NA
python,69934-69935,69934-69935,1,5,313,1,62.1,715.7666667,1,NA,0,NA,0,0,1,0,0,1,0,0,0,http://bugs.python.org/issue8407,feature,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
python,69945-69946,69945-69946,1,41,314,1,86.64,21.64652778,1,NA,0,NA,0,0,0,1,0,1,1,0,1,http://bugs.python.org/issue11888,feature,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
python,70019-70023,70019-70023,1,13,316,1,7.21,0.255555556,1,2,0,NA,0,0,0,1,0,0,1,0,0,http://bugs.python.org/issue12051,bug,0,0,0,0,0,1,1,NA,NA,NA,NA,plausible,plausible
python,70056-70059,70056-70059,1,1,319,1,64.07,17.59236111,4,5,0,NA,0,0,0,0,1,0,0,0,0,http://bugs.python.org/issue12062,bug,0,0,1,1,0,0,0,NA,plausible,plausible,NA,NA,NA
python,70098-70101,70098-70101,1,6,320,1,4.15,6.742361111,4,2,0,NA,0,0,0,1,1,0,1,0,0,http://bugs.python.org/issue12050,bug,0,1,0,0,1,1,1,plausible,NA,NA,plausible,plausible,plausible
python,70120-70124,,1,23,320,1,49.01,3.151388889,2,2,0,NA,1,0,0,1,0,0,0,0,0,http://bugs.python.org/issue12059,bug,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
valgrind,11613-11614,,2,18,462,1,NA,10.775,1,2,0,NA,0,0,0,1,0,0,1,0,0,https://bugs.kde.org/show_bug.cgi?id=267968,bug,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
valgrind,11620-11619,,1,15,462,3,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,0,0,NA,bug,0,0,1,1,NA,NA,NA,NA,plausible,plausible,NA,NA,NA
valgrind,11621-11622,,1,22,462,3,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,NA,bug,0,0,0,1,NA,NA,NA,NA,NA,plausible,NA,NA,NA
valgrind,11623-11624,,1,6,463,1,NA,557.1826389,1,2,0,NA,0,0,1,0,0,0,0,0,0,https://bugs.kde.org/show_bug.cgi?id=243935,bug,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
valgrind,11625-11627,,2,32,480,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,0,0,NA,feature,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
valgrind,11635-11636,,2,14,483,3,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,0,0,NA,feature,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
valgrind,11636-11640,,2,22,468,1,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,0,0,NA,bug,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
valgrind,11771-11770,,5,49,506,1,NA,588.25,NA,NA,0,NA,0,0,0,1,0,0,1,0,0,https://bugs.kde.org/show_bug.cgi?id=214909,feature,0,0,0,1,NA,NA,NA,NA,NA,plausible,NA,NA,NA
valgrind,11817-11818,,1,5,512,1,NA,588.2506944,1,2,0,NA,0,0,0,0,0,0,1,0,0,https://bugs.kde.org/show_bug.cgi?id=214909,bug,0,0,1,1,NA,NA,NA,NA,plausible,plausible,NA,NA,NA
valgrind,11821-11822,,3,28,493,2,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,NA,bug,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
valgrind,12410-12411,,2,53,549,2,NA,203.5430556,1,2,0,NA,0,0,0,1,1,0,1,0,0,https://bugs.kde.org/show_bug.cgi?id=294047,bug,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
valgrind,12474-12473,,1,22,539,1,NA,71.558,1,2,0,NA,0,0,0,1,0,1,0,0,0,https://bugs.kde.org/show_bug.cgi?id=297147,bug,1,0,0,1,NA,NA,NA,NA,NA,plausible,NA,NA,NA
valgrind,12474-12475,,1,2,554,1,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,NA,feature,0,0,1,1,NA,NA,NA,NA,plausible,plausible,NA,NA,NA
valgrind,12641-12642,,1,2,540,1,NA,1036.104,1,5,0,NA,0,0,0,0,1,0,0,0,0,https://bugs.kde.org/show_bug.cgi?id=203877,bug,0,0,0,1,NA,NA,NA,NA,NA,plausible,NA,NA,NA
valgrind,12854-12855,,1,4,565,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,bug,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
wireshark,35419-35414,35419-35414,3,961,59,52,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,1,1,1,NA,bug,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
wireshark,37112-37111,37112-37111,1,35,61,1,1.63,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0,1,NA,bug,1,1,1,1,1,1,1,plausible,plausible,plausible,plausible,plausible,plausible
wireshark,37122-37123,,1,35,61,1,23.4,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,NA,bug,0,1,1,1,NA,NA,NA,plausible,plausible,plausible,NA,NA,NA
wireshark,37171-37170,37171-37170,1,391,61,4,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,0,0,0,NA,bug,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
wireshark,37172-37171,37172-37171,1,5,57,2,NA,NA,NA,NA,NA,NA,1,0,1,1,1,0,1,0,0,NA,bug,1,1,1,1,1,1,1,plausible,plausible,plausible,plausible,plausible,plausible
wireshark,37172-37173,37172-37173,1,4,57,2,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,bug,0,1,1,1,1,1,1,plausible,plausible,plausible,plausible,plausible,plausible
wireshark,37190-37191,37190-37191,1,162,61,4,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,feature,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
wireshark,37284-37285,37284-37285,1,3,61,2,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,NA,feature,0,1,1,1,1,1,1,plausible,plausible,plausible,plausible,plausible,plausible
